id,created_at,full_text,media,screen_name,name,profile_image_url,user_id,in_reply_to,retweeted_status,quoted_status,media_tags,favorite_count,retweet_count,bookmark_count,quote_count,reply_count,views_count,favorited,retweeted,bookmarked,url
"1992598376081473842","2025-11-23 21:17:28 +07:00","RT @poperespecter1: Pope calls for release of kidnapped Nigerian schoolchildren. https://t.co/a5y8bKIIM5","[{""type"":""photo"",""url"":""https://t.co/a5y8bKIIM5"",""thumbnail"":""https://pbs.twimg.com/media/G6cVv30W0AAnJyR?format=jpg&name=thumb"",""original"":""https://pbs.twimg.com/media/G6cVv30W0AAnJyR?format=jpg&name=orig""}]","poperespecter1","Pope Respecter","https://pbs.twimg.com/profile_images/1920584929110261761/8-WGDr5-_normal.jpg","1303122298300502016","null","1992585441544110232","null","[]",0,113,0,0,0,"null",false,false,false,"https://twitter.com/poperespecter1/status/1992598376081473842"
"1992600859767865351","2025-11-23 21:27:20 +07:00","RT @poperespecter1: God didn't make us for comfort. We were made for greatness. https://t.co/kS3PUuqujS","[{""type"":""video"",""url"":""https://t.co/kS3PUuqujS"",""thumbnail"":""https://pbs.twimg.com/amplify_video_thumb/1992468550053683200/img/sycYbYYkBH5AIU0u.jpg?name=thumb"",""original"":""https://video.twimg.com/amplify_video/1992468550053683200/vid/avc1/1280x720/GUzeJXTp1ZuBqa2b.mp4?tag=21""}]","poperespecter1","Pope Respecter","https://pbs.twimg.com/profile_images/1920584929110261761/8-WGDr5-_normal.jpg","1303122298300502016","null","1992468602747015424","null","[]",0,171,0,0,0,"null",false,false,false,"https://twitter.com/poperespecter1/status/1992600859767865351"
"1992600878906568833","2025-11-23 21:27:24 +07:00","RT @poperespecter1: This is what every country would have if we had Catholic monarchs with real power.","[]","poperespecter1","Pope Respecter","https://pbs.twimg.com/profile_images/1920584929110261761/8-WGDr5-_normal.jpg","1303122298300502016","null","1992438287538217406","null","[]",0,57,0,0,0,"null",false,false,false,"https://twitter.com/poperespecter1/status/1992600878906568833"
"1992600902856056867","2025-11-23 21:27:30 +07:00","RT @poperespecter1: ""The gates of hell will not prevail against the church..."" https://t.co/MPgqUFPRGL","[{""type"":""video"",""url"":""https://t.co/MPgqUFPRGL"",""thumbnail"":""https://pbs.twimg.com/amplify_video_thumb/1992394440745394176/img/0T1jvaKs_Al_r0Z4.jpg?name=thumb"",""original"":""https://video.twimg.com/amplify_video/1992394440745394176/vid/avc1/1280x720/UtSofCZItlcUJh25.mp4?tag=21""}]","poperespecter1","Pope Respecter","https://pbs.twimg.com/profile_images/1920584929110261761/8-WGDr5-_normal.jpg","1303122298300502016","null","1992394592147456188","null","[]",0,210,0,0,0,"null",false,false,false,"https://twitter.com/poperespecter1/status/1992600902856056867"
"1992606266842362147","2025-11-23 21:48:49 +07:00","Today is the Feast of Christ the King! \n\nChrist is King! https://t.co/SnT45Rvi7V","[{""type"":""video"",""url"":""https://t.co/SnT45Rvi7V"",""thumbnail"":""https://pbs.twimg.com/amplify_video_thumb/1992606212848779264/img/EvyHu21_3U-ZJ91L.jpg?name=thumb"",""original"":""https://video.twimg.com/amplify_video/1992606212848779264/vid/avc1/720x900/yBcXxV47ngb7Q-W_.mp4?tag=21""}]","poperespecter1","Pope Respecter","https://pbs.twimg.com/profile_images/1920584929110261761/8-WGDr5-_normal.jpg","1303122298300502016","null","null","null","[]",2021,198,272,1,13,17563,false,false,false,"https://twitter.com/poperespecter1/status/1992606266842362147"
"1992608465647530350","2025-11-23 21:57:33 +07:00","RT @ElijahElishaRap: This is why the online Eastern Orthodox apologists rarely ever want to talk about what the fathers actually said. Sayi…","[]","poperespecter1","Pope Respecter","https://pbs.twimg.com/profile_images/1920584929110261761/8-WGDr5-_normal.jpg","1303122298300502016","null","1992571396489134117","null","[]",0,24,0,0,0,"null",false,false,false,"https://twitter.com/poperespecter1/status/1992608465647530350"
"1992669595573035501","2025-11-24 02:00:28 +07:00","RT @poperespecter1: Today is the Feast of Christ the King! \n\nChrist is King! https://t.co/SnT45Rvi7V","[{""type"":""video"",""url"":""https://t.co/SnT45Rvi7V"",""thumbnail"":""https://pbs.twimg.com/amplify_video_thumb/1992606212848779264/img/EvyHu21_3U-ZJ91L.jpg?name=thumb"",""original"":""https://video.twimg.com/amplify_video/1992606212848779264/vid/avc1/720x900/yBcXxV47ngb7Q-W_.mp4?tag=21""}]","poperespecter1","Pope Respecter","https://pbs.twimg.com/profile_images/1920584929110261761/8-WGDr5-_normal.jpg","1303122298300502016","null","1992606266842362147","null","[]",0,198,0,0,0,"null",false,false,false,"https://twitter.com/poperespecter1/status/1992669595573035501"
"1992674546286301350","2025-11-24 02:20:08 +07:00","@FitFounder Water flosser does not actually floss. It is kind of a scam.","[]","Jonathan_Blow","Jonathan Blow","https://pbs.twimg.com/profile_images/1401668183367454721/TV-_W9uO_normal.jpg","107336879","1992562332409466908","null","null","[]",94,0,4,0,10,18897,false,false,false,"https://twitter.com/Jonathan_Blow/status/1992674546286301350"
"1992675244600111461","2025-11-24 02:22:55 +07:00","The director of The Age of Disclosure says he believes President Trump will be the one to finally reveal that humanity isn’t alone, with the United States leading the charge.\n\nHe claims Trump came very close to announcing the reality of aliens during his first term.\n\nHe believes Trump’s team is now heavily involved in the issue and is working to decide the best course of action with all the information they have.","[{""type"":""video"",""url"":""https://t.co/mRvnP8PYzs"",""thumbnail"":""https://pbs.twimg.com/ext_tw_video_thumb/1992675215000690688/pu/img/VUMZ4qgZeCrIpcIS.jpg?name=thumb"",""original"":""https://video.twimg.com/ext_tw_video/1992675215000690688/pu/vid/avc1/1280x714/jzvBbx4dC4jBtQTi.mp4?tag=19""}]","ShadowofEzra","Shadow of Ezra","https://pbs.twimg.com/profile_images/1608460256752926720/ouO0x9-k_normal.jpg","1608459779239706627","null","null","null","[]",2795,706,448,120,295,200747,false,false,false,"https://twitter.com/ShadowofEzra/status/1992675244600111461"
"1992679847517196523","2025-11-24 02:41:12 +07:00","Pope Leo encourages Catholics to share our faith. https://t.co/wll3MUAeur","[{""type"":""video"",""url"":""https://t.co/wll3MUAeur"",""thumbnail"":""https://pbs.twimg.com/amplify_video_thumb/1992679797365911552/img/HaAZnAdi2SX3paDF.jpg?name=thumb"",""original"":""https://video.twimg.com/amplify_video/1992679797365911552/vid/avc1/1280x720/8xIHGDZzjvkf8dp4.mp4?tag=21""}]","poperespecter1","Pope Respecter","https://pbs.twimg.com/profile_images/1920584929110261761/8-WGDr5-_normal.jpg","1303122298300502016","null","null","null","[]",669,51,48,3,12,11160,false,false,false,"https://twitter.com/poperespecter1/status/1992679847517196523"
"1992689004580598019","2025-11-24 03:17:35 +07:00","RT @slimjimmy_dev: someone got me this mug as a cute gift\n\nbut it just makes me angry https://t.co/iOCAybOZA1","[{""type"":""photo"",""url"":""https://t.co/iOCAybOZA1"",""thumbnail"":""https://pbs.twimg.com/media/G6coa9EX0AAvTJM?format=jpg&name=thumb"",""original"":""https://pbs.twimg.com/media/G6coa9EX0AAvTJM?format=jpg&name=orig""}]","Jonathan_Blow","Jonathan Blow","https://pbs.twimg.com/profile_images/1401668183367454721/TV-_W9uO_normal.jpg","107336879","null","1992605810854412735","null","[]",0,396,0,0,0,"null",false,false,false,"https://twitter.com/Jonathan_Blow/status/1992689004580598019"
"1992701731684376718","2025-11-24 04:08:10 +07:00","Landmark has 100k viewers for a regular Tarkov stream; Peanut had 100k during the Bungulator War last night. Is Twitch coming back??","[]","Jonathan_Blow","Jonathan Blow","https://pbs.twimg.com/profile_images/1401668183367454721/TV-_W9uO_normal.jpg","107336879","null","null","null","[]",87,0,5,0,9,28519,false,false,false,"https://twitter.com/Jonathan_Blow/status/1992701731684376718"
"1992702385542791483","2025-11-24 04:10:45 +07:00","@Jonathan_Blow Never underestimate the power of drops","[]","Soviet666","Massy","https://pbs.twimg.com/profile_images/367098749/osolek75_normal.jpg","65911816","1992701731684376718","null","null","[]",5,0,0,0,1,1560,false,false,false,"https://twitter.com/Soviet666/status/1992702385542791483"
"1992702393512071360","2025-11-24 04:10:47 +07:00","@unit_accord @ThePrimeagen @ChrisRozenbachs No, asserts are not catchable exceptions, that is the whole point.","[]","Jonathan_Blow","Jonathan Blow","https://pbs.twimg.com/profile_images/1401668183367454721/TV-_W9uO_normal.jpg","107336879","1992260201337262191","null","null","[]",6,0,0,0,1,506,false,false,false,"https://twitter.com/Jonathan_Blow/status/1992702393512071360"
"1992707062657351770","2025-11-24 04:29:21 +07:00","@Soviet666 Need to figure out how to do drops in our next game...","[]","Jonathan_Blow","Jonathan Blow","https://pbs.twimg.com/profile_images/1401668183367454721/TV-_W9uO_normal.jpg","107336879","1992702385542791483","null","null","[]",26,0,1,0,2,1497,false,false,false,"https://twitter.com/Jonathan_Blow/status/1992707062657351770"
"1992707851769589762","2025-11-24 04:32:29 +07:00","RT @poperespecter1: Pope Leo encourages Catholics to share our faith. https://t.co/wll3MUAeur","[{""type"":""video"",""url"":""https://t.co/wll3MUAeur"",""thumbnail"":""https://pbs.twimg.com/amplify_video_thumb/1992679797365911552/img/HaAZnAdi2SX3paDF.jpg?name=thumb"",""original"":""https://video.twimg.com/amplify_video/1992679797365911552/vid/avc1/1280x720/8xIHGDZzjvkf8dp4.mp4?tag=21""}]","poperespecter1","Pope Respecter","https://pbs.twimg.com/profile_images/1920584929110261761/8-WGDr5-_normal.jpg","1303122298300502016","null","1992679847517196523","null","[]",0,51,0,0,0,"null",false,false,false,"https://twitter.com/poperespecter1/status/1992707851769589762"
"1992710748372648278","2025-11-24 04:43:59 +07:00","RT @CatholicArena: Prince Albert has said no to legalising abortion in Monaco \n\nThis is despite politicians there voting for it \n\nHere he i…","[{""type"":""photo"",""url"":""https://t.co/g5m3KVopcF"",""thumbnail"":""https://pbs.twimg.com/media/G6c2BpTX0AE4O1m?format=jpg&name=thumb"",""original"":""https://pbs.twimg.com/media/G6c2BpTX0AE4O1m?format=jpg&name=orig""}]","poperespecter1","Pope Respecter","https://pbs.twimg.com/profile_images/1920584929110261761/8-WGDr5-_normal.jpg","1303122298300502016","null","1992620764076687643","null","[]",0,319,0,0,0,"null",false,false,false,"https://twitter.com/poperespecter1/status/1992710748372648278"
"1992715697177113026","2025-11-24 05:03:39 +07:00","US Ambassador Mike Huckabee demands that Christians understand they have a moral debt owed to the Jewish people.\n\nHe insists that no one can truly be a Christian without recognizing that the entire faith is built on the foundation of Judaism.\n\nHuckabee says he can’t understand why so many Christians choose not to support Israel.","[{""type"":""video"",""url"":""https://t.co/tThfhIzBf3"",""thumbnail"":""https://pbs.twimg.com/ext_tw_video_thumb/1992715652444897281/pu/img/DzblYacaR836TaJe.jpg?name=thumb"",""original"":""https://video.twimg.com/ext_tw_video/1992715652444897281/pu/vid/avc1/720x1280/BZKOXTxUlGwkzgco.mp4?tag=19""}]","ShadowofEzra","Shadow of Ezra","https://pbs.twimg.com/profile_images/1608460256752926720/ouO0x9-k_normal.jpg","1608459779239706627","null","null","null","[]",6349,1829,2090,962,7389,1019142,false,false,false,"https://twitter.com/ShadowofEzra/status/1992715697177113026"
"1992744262338011310","2025-11-24 06:57:10 +07:00","King of the Universe https://t.co/TFc476eH5j","[{""type"":""photo"",""url"":""https://t.co/TFc476eH5j"",""thumbnail"":""https://pbs.twimg.com/media/G6emP9DWQAAYFV5?format=png&name=thumb"",""original"":""https://pbs.twimg.com/media/G6emP9DWQAAYFV5?format=png&name=orig""}]","poperespecter1","Pope Respecter","https://pbs.twimg.com/profile_images/1920584929110261761/8-WGDr5-_normal.jpg","1303122298300502016","null","null","null","[]",1605,119,34,5,14,13645,false,false,false,"https://twitter.com/poperespecter1/status/1992744262338011310"
"1992744424087167286","2025-11-24 06:57:48 +07:00","Elon Musk’s DOGE team was quietly dissolved even though it still had eight months left on its mandate to cut excessive regulations and federal spending.\n\nRep. Tim Burchett says Musk was pushed out of Washington because he was getting too close to exposing corrupt officials enriching themselves through dark-money NGO networks.\n\n“NGO money pours into Washington and ends up in politicians’ pockets as dark money.”","[{""type"":""video"",""url"":""https://t.co/XDMn0U2zQs"",""thumbnail"":""https://pbs.twimg.com/ext_tw_video_thumb/1992744359159103488/pu/img/pRO0Yeu9KqIGYH4C.jpg?name=thumb"",""original"":""https://video.twimg.com/ext_tw_video/1992744359159103488/pu/vid/avc1/1280x720/WUgTYcC8G0dz1rCR.mp4?tag=19""}]","ShadowofEzra","Shadow of Ezra","https://pbs.twimg.com/profile_images/1608460256752926720/ouO0x9-k_normal.jpg","1608459779239706627","null","null","null","[]",38676,11782,2662,476,1140,1482011,false,false,false,"https://twitter.com/ShadowofEzra/status/1992744424087167286"
"1992744915982590132","2025-11-24 06:59:46 +07:00","RT @addicted2grace: Does the Orthodox have a sense of humor?","[]","poperespecter1","Pope Respecter","https://pbs.twimg.com/profile_images/1920584929110261761/8-WGDr5-_normal.jpg","1303122298300502016","null","1992728319272595733","null","[]",0,2,0,0,0,"null",false,false,false,"https://twitter.com/poperespecter1/status/1992744915982590132"
"1992766569265401863","2025-11-24 08:25:48 +07:00","President Trump has flooded his Truth Social timeline with a series of Q-themed images, sending an encrypted message that the moment to act has arrived.\n\n1. One image urges supporters to “Remember your Oath.”\n\n2. Another shows Trump himself with the words “Tick Tock,” hinting that the countdown is nearly over.\n\n3. A third declares “Time to obliterate the Deep State,” with “Do it Q” written across his shoulder.\n\n4. He finished with a V for Vendetta image saying “Nothing can stop what is coming,” shown without the mask.","[{""type"":""photo"",""url"":""https://t.co/IM477a9QiE"",""thumbnail"":""https://pbs.twimg.com/media/G6e6ol-W0AAFDOE?format=jpg&name=thumb"",""original"":""https://pbs.twimg.com/media/G6e6ol-W0AAFDOE?format=jpg&name=orig""},{""type"":""photo"",""url"":""https://t.co/IM477a9QiE"",""thumbnail"":""https://pbs.twimg.com/media/G6e6ol2WkAAhwZZ?format=jpg&name=thumb"",""original"":""https://pbs.twimg.com/media/G6e6ol2WkAAhwZZ?format=jpg&name=orig""},{""type"":""photo"",""url"":""https://t.co/IM477a9QiE"",""thumbnail"":""https://pbs.twimg.com/media/G6e6onQWQAAQlfL?format=jpg&name=thumb"",""original"":""https://pbs.twimg.com/media/G6e6onQWQAAQlfL?format=jpg&name=orig""},{""type"":""photo"",""url"":""https://t.co/IM477a9QiE"",""thumbnail"":""https://pbs.twimg.com/media/G6e6oozWwAA25RB?format=jpg&name=thumb"",""original"":""https://pbs.twimg.com/media/G6e6oozWwAA25RB?format=jpg&name=orig""}]","ShadowofEzra","Shadow of Ezra","https://pbs.twimg.com/profile_images/1608460256752926720/ouO0x9-k_normal.jpg","1608459779239706627","null","null","null","[]",9501,3074,1322,339,1214,461144,false,false,false,"https://twitter.com/ShadowofEzra/status/1992766569265401863"
"1992776128746893329","2025-11-24 09:03:47 +07:00","GOP nomination betting markets:\n1-Catholic\n2-Cataholic\n3-Fallen away Catholic\n4-Can't run again legally\n5-Catholic\n\nTell me again that the US is not quickly becoming a Catholic country. https://t.co/Vyy8mXf2C9","[{""type"":""photo"",""url"":""https://t.co/Vyy8mXf2C9"",""thumbnail"":""https://pbs.twimg.com/media/G6fDU7cWMAAt8nF?format=png&name=thumb"",""original"":""https://pbs.twimg.com/media/G6fDU7cWMAAt8nF?format=png&name=orig""}]","poperespecter1","Pope Respecter","https://pbs.twimg.com/profile_images/1920584929110261761/8-WGDr5-_normal.jpg","1303122298300502016","null","null","null","[]",1264,48,81,11,104,48270,false,false,false,"https://twitter.com/poperespecter1/status/1992776128746893329"
"1992778992655442251","2025-11-24 09:15:10 +07:00","The top two Dem candidates in the betting markets are also Catholic (Gavin Newsom and AOC).","[]","poperespecter1","Pope Respecter","https://pbs.twimg.com/profile_images/1920584929110261761/8-WGDr5-_normal.jpg","1303122298300502016","1992776128746893329","null","null","[]",148,2,1,1,16,4853,false,false,false,"https://twitter.com/poperespecter1/status/1992778992655442251"
"1992780626630730209","2025-11-24 09:21:40 +07:00","RT @briangpaulson: Today is the feast of Bl. Miguel Pro, SJ, a Mexican #Jesuit priest killed by the Mexican government in 1927 for teaching…","[{""type"":""photo"",""url"":""https://t.co/sFQ1AY2RlS"",""thumbnail"":""https://pbs.twimg.com/media/G6dEbj_WoAAR9JH?format=jpg&name=thumb"",""original"":""https://pbs.twimg.com/media/G6dEbj_WoAAR9JH?format=jpg&name=orig""}]","poperespecter1","Pope Respecter","https://pbs.twimg.com/profile_images/1920584929110261761/8-WGDr5-_normal.jpg","1303122298300502016","null","1992636603353661777","null","[]",0,15,0,0,0,"null",false,false,false,"https://twitter.com/poperespecter1/status/1992780626630730209"
"1992782575916519794","2025-11-24 09:29:24 +07:00","RT @BillArnoldTeach: The annual Protestant plot twist. 😂🎄 https://t.co/wJhVaOJuRF","[{""type"":""video"",""url"":""https://t.co/wJhVaOJuRF"",""thumbnail"":""https://pbs.twimg.com/amplify_video_thumb/1992619535271346176/img/qqtTnFFkJ1h_rb8x.jpg?name=thumb"",""original"":""https://video.twimg.com/amplify_video/1992619535271346176/vid/avc1/576x1024/uBvKGMbGYUPS3vQu.mp4?tag=21""}]","poperespecter1","Pope Respecter","https://pbs.twimg.com/profile_images/1920584929110261761/8-WGDr5-_normal.jpg","1303122298300502016","null","1992619586630689062","null","[]",0,26,0,0,0,"null",false,false,false,"https://twitter.com/poperespecter1/status/1992782575916519794"
"1992784576469704911","2025-11-24 09:37:21 +07:00","RT @CatholicArena: One of the most famous Catholic photos ever \n\nA crucifix in one hand, a Rosary in the other\n\nBlessed Miguel Pro shouted…","[{""type"":""photo"",""url"":""https://t.co/2GfMMD1WFv"",""thumbnail"":""https://pbs.twimg.com/media/G6edebJXcAAAlCX?format=jpg&name=thumb"",""original"":""https://pbs.twimg.com/media/G6edebJXcAAAlCX?format=jpg&name=orig""}]","poperespecter1","Pope Respecter","https://pbs.twimg.com/profile_images/1920584929110261761/8-WGDr5-_normal.jpg","1303122298300502016","null","1992734508337246415","null","[]",0,1017,0,0,0,"null",false,false,false,"https://twitter.com/poperespecter1/status/1992784576469704911"
"1992793121349058978","2025-11-24 10:11:19 +07:00","Erika Kirk addressed the viral photo of her hugging JD Vance, saying she’s just a deeply affectionate person, and intense hugs are part of her love language.\n\nShe even joked with Megyn Kelly that if she’d grabbed JD Vance’s a** instead, people wouldn’t be nearly as mad. https://t.co/Mbchti3BGS","[{""type"":""video"",""url"":""https://t.co/Mbchti3BGS"",""thumbnail"":""https://pbs.twimg.com/ext_tw_video_thumb/1992793040088383488/pu/img/wS_a9kPyYZccpDhJ.jpg?name=thumb"",""original"":""https://video.twimg.com/ext_tw_video/1992793040088383488/pu/vid/avc1/720x1280/Xe_j89n1Ogq5dm3u.mp4?tag=19""}]","ShadowofEzra","Shadow of Ezra","https://pbs.twimg.com/profile_images/1608460256752926720/ouO0x9-k_normal.jpg","1608459779239706627","null","null","null","[]",2266,289,764,100,720,934971,false,false,false,"https://twitter.com/ShadowofEzra/status/1992793121349058978"
"1992816120122966350","2025-11-24 11:42:42 +07:00","I wonder, for how long are we going to keep seeing Bungulators in Arc Raiders...","[]","Jonathan_Blow","Jonathan Blow","https://pbs.twimg.com/profile_images/1401668183367454721/TV-_W9uO_normal.jpg","107336879","1992701731684376718","null","null","[]",18,0,0,0,0,12246,false,false,false,"https://twitter.com/Jonathan_Blow/status/1992816120122966350"
"1992969146171031588","2025-11-24 21:50:46 +07:00","For the record, this is not an endorsement of any of these candidates. I just find it incredibly interesting that all the top candidates for both the GOP and Dems are at least nominally Catholic.\n\nThis would have been unthinkable 50 years ago.","[]","poperespecter1","Pope Respecter","https://pbs.twimg.com/profile_images/1920584929110261761/8-WGDr5-_normal.jpg","1303122298300502016","null","null","1992776128746893329","[]",136,7,2,1,8,8389,false,false,false,"https://twitter.com/poperespecter1/status/1992969146171031588"
"1992983765010862159","2025-11-24 22:48:52 +07:00","Bill Maher says Israeli culture is basically American culture because both cherish life over death.\n\nHe says the one thing he’s completely certain about is Israel and that America should back Israel with zero hesitation.\n\nMaher compares Israel’s situation to The Godfather, saying they’re surrounded by enemies who should be dealt with.","[{""type"":""video"",""url"":""https://t.co/8BYUsTgN6m"",""thumbnail"":""https://pbs.twimg.com/ext_tw_video_thumb/1992983608508678144/pu/img/u0Mk5hEGem5pgPCo.jpg?name=thumb"",""original"":""https://video.twimg.com/ext_tw_video/1992983608508678144/pu/vid/avc1/1080x612/NCof14kSTFKRgmpi.mp4?tag=19""}]","ShadowofEzra","Shadow of Ezra","https://pbs.twimg.com/profile_images/1608460256752926720/ouO0x9-k_normal.jpg","1608459779239706627","null","null","null","[]",1061,225,234,90,827,185833,false,false,false,"https://twitter.com/ShadowofEzra/status/1992983765010862159"
"1993001101189431771","2025-11-24 23:57:45 +07:00","American. Thanks for checking though. https://t.co/LBySGADZIH","[{""type"":""photo"",""url"":""https://t.co/LBySGADZIH"",""thumbnail"":""https://pbs.twimg.com/media/G6iP7z5WEAAqZrB?format=jpg&name=thumb"",""original"":""https://pbs.twimg.com/media/G6iP7z5WEAAqZrB?format=jpg&name=orig""}]","poperespecter1","Pope Respecter","https://pbs.twimg.com/profile_images/1920584929110261761/8-WGDr5-_normal.jpg","1303122298300502016","null","null","null","[]",235,3,4,0,4,6945,false,false,false,"https://twitter.com/poperespecter1/status/1993001101189431771"
"1993013479272595920","2025-11-25 00:46:56 +07:00","RT @JendersII: I would like to remind all @RedTopReport  enjoyers to sign up for Red Top Premium to see my 4 part series on the Unalienable…","[{""type"":""video"",""url"":""https://t.co/MwrR6IervM"",""thumbnail"":""https://pbs.twimg.com/amplify_video_thumb/1993010068778872832/img/w1ai2rIp8wZ1ZNNL.jpg?name=thumb"",""original"":""https://video.twimg.com/amplify_video/1993010068778872832/vid/avc1/1920x1080/l072vgHbHBsvhpxa.mp4?tag=21""}]","poperespecter1","Pope Respecter","https://pbs.twimg.com/profile_images/1920584929110261761/8-WGDr5-_normal.jpg","1303122298300502016","null","1993011255381246388","null","[]",0,16,0,0,0,"null",false,false,false,"https://twitter.com/poperespecter1/status/1993013479272595920"
"1993013769279279340","2025-11-25 00:48:05 +07:00","RT @poperespecter1: GOP nomination betting markets:\n1-Catholic\n2-Cataholic\n3-Fallen away Catholic\n4-Can't run again legally\n5-Catholic\n\nTel…","[{""type"":""photo"",""url"":""https://t.co/Vyy8mXf2C9"",""thumbnail"":""https://pbs.twimg.com/media/G6fDU7cWMAAt8nF?format=png&name=thumb"",""original"":""https://pbs.twimg.com/media/G6fDU7cWMAAt8nF?format=png&name=orig""}]","poperespecter1","Pope Respecter","https://pbs.twimg.com/profile_images/1920584929110261761/8-WGDr5-_normal.jpg","1303122298300502016","null","1992776128746893329","null","[]",0,48,0,0,0,"null",false,false,false,"https://twitter.com/poperespecter1/status/1993013769279279340"
"1993013806784823684","2025-11-25 00:48:14 +07:00","RT @poperespecter1: King of the Universe https://t.co/TFc476eH5j","[{""type"":""photo"",""url"":""https://t.co/TFc476eH5j"",""thumbnail"":""https://pbs.twimg.com/media/G6emP9DWQAAYFV5?format=png&name=thumb"",""original"":""https://pbs.twimg.com/media/G6emP9DWQAAYFV5?format=png&name=orig""}]","poperespecter1","Pope Respecter","https://pbs.twimg.com/profile_images/1920584929110261761/8-WGDr5-_normal.jpg","1303122298300502016","null","1992744262338011310","null","[]",0,119,0,0,0,"null",false,false,false,"https://twitter.com/poperespecter1/status/1993013806784823684"
"1993015993807835185","2025-11-25 00:56:56 +07:00","A Bill Clinton appointed judge has thrown out the criminal cases against former FBI Director James Comey and New York Attorney General Letitia James, ruling that the prosecutor who filed the charges was illegally appointed.\n\nThe cases were dismissed without prejudice, leaving the door open for the DOJ to refile the charges with a properly appointed prosecutor.","[{""type"":""video"",""url"":""https://t.co/WYTXkaSnNx"",""thumbnail"":""https://pbs.twimg.com/ext_tw_video_thumb/1993015972702150656/pu/img/2XTSindM6EwvL1xq.jpg?name=thumb"",""original"":""https://video.twimg.com/ext_tw_video/1993015972702150656/pu/vid/avc1/640x360/sWTYj8vfMD_rLLL1.mp4?tag=19""}]","ShadowofEzra","Shadow of Ezra","https://pbs.twimg.com/profile_images/1608460256752926720/ouO0x9-k_normal.jpg","1608459779239706627","null","null","null","[]",1057,373,96,57,182,108059,false,false,false,"https://twitter.com/ShadowofEzra/status/1993015993807835185"
"1993041895128199324","2025-11-25 02:39:51 +07:00","RT @poperespecter1: For the record, this is not an endorsement of any of these candidates. I just find it incredibly interesting that all t…","[]","poperespecter1","Pope Respecter","https://pbs.twimg.com/profile_images/1920584929110261761/8-WGDr5-_normal.jpg","1303122298300502016","null","1992969146171031588","null","[]",0,7,0,0,0,"null",false,false,false,"https://twitter.com/poperespecter1/status/1993041895128199324"
"1993043479359111180","2025-11-25 02:46:09 +07:00","World Economic Forum founder Klaus Schwab is launching Schwab Academy, a program he says will guide humanity into the “Intelligent Age.”\n\nHe claims the academy will prepare people for major shifts driven by artificial intelligence and quantum computing, which he describes as life-changing technology.\n\nDo you plan on joining?","[{""type"":""video"",""url"":""https://t.co/OmBn9AHbHD"",""thumbnail"":""https://pbs.twimg.com/ext_tw_video_thumb/1993043450799759360/pu/img/HrhFbDbrncRldlgu.jpg?name=thumb"",""original"":""https://video.twimg.com/ext_tw_video/1993043450799759360/pu/vid/avc1/720x1280/PUD01PC64wF1w30e.mp4?tag=19""}]","ShadowofEzra","Shadow of Ezra","https://pbs.twimg.com/profile_images/1608460256752926720/ouO0x9-k_normal.jpg","1608459779239706627","null","null","null","[]",730,316,240,111,554,105440,false,false,false,"https://twitter.com/ShadowofEzra/status/1993043479359111180"
"1993063192164258055","2025-11-25 04:04:28 +07:00","Disney created a bunch of teen pop stars over the last 20 yrs who were clean and often Christian who parents felt they could safely let their kids listen to.\n\nThen they all turned into giant sexual degenerates leading their fans into sin.\n\nCan't convince me it wasn't on purpose. https://t.co/AVwmSHWCEC","[{""type"":""photo"",""url"":""https://t.co/AVwmSHWCEC"",""thumbnail"":""https://pbs.twimg.com/media/G6jIaPXXwAAvIbP?format=png&name=thumb"",""original"":""https://pbs.twimg.com/media/G6jIaPXXwAAvIbP?format=png&name=orig""}]","poperespecter1","Pope Respecter","https://pbs.twimg.com/profile_images/1920584929110261761/8-WGDr5-_normal.jpg","1303122298300502016","null","null","null","[]",6881,440,357,23,177,91543,false,false,false,"https://twitter.com/poperespecter1/status/1993063192164258055"
"1993101365267087727","2025-11-25 06:36:10 +07:00","Explosive new documentary Never in America exposes the shocking reality of Child Protective Services, revealing how systemic failures and government-funded incentives leave vulnerable children straight into the hands of pedophiles.\n\nIt reveals how social workers end up giving children to couples who torture, abuse, and even sell them for profit and to pedophile networks.\n\nA large share of child trafficking victims come from the foster system, where traffickers target and recruit children from group homes and residential facilities.","[{""type"":""video"",""url"":""https://t.co/vntFtatFc6"",""thumbnail"":""https://pbs.twimg.com/ext_tw_video_thumb/1993101336494084096/pu/img/iqSi2KBmWmfHc2Xf.jpg?name=thumb"",""original"":""https://video.twimg.com/ext_tw_video/1993101336494084096/pu/vid/avc1/1080x602/PS7ykhN9xISWlvcI.mp4?tag=19""}]","ShadowofEzra","Shadow of Ezra","https://pbs.twimg.com/profile_images/1608460256752926720/ouO0x9-k_normal.jpg","1608459779239706627","null","null","null","[]",1772,902,307,52,99,116602,false,false,false,"https://twitter.com/ShadowofEzra/status/1993101365267087727"
